Day,Month,Year,Midnight_TOA,Midnight_Zenith,Midnight_Azimuth,6am_TOA,6am_Zenith,6am_Azimuth ,Noon_TOA,Noon_Zenith ,Noon_Azimuth ,6pm_TOA,6pm_Zenith ,6pm_Azimuth
1,1,1926,0.00,134.2011582,3.235236695,0.00,110.5503853,100.9961748,0.00,91.92594853,182.2660005,0.00,112.268323,263.5061509
2,1,1926,0.00,134.1247675,3.080849404,0.00,110.5177797,100.8557865,0.00,91.84172203,182.1586846,0.00,112.1483557,263.433992
3,1,1926,0.00,134.0405868,2.92815434,0.00,110.4776635,100.7134478,0.00,91.74996285,182.052619,0.00,112.0218678,263.3662684
4,1,1926,0.00,133.94866,2.777343596,0.00,110.4300311,100.569296,0.00,91.65071419,181.9479037,0.00,111.8889423,263.3030578
5,1,1926,0.00,133.8490353,2.628604356,0.00,110.3748807,100.4234688,0.00,91.54402268,181.8446366,0.00,111.7496646,263.2444336
6,1,1926,0.00,133.7417653,2.4821185,0.00,110.312215,100.276104,0.00,91.42993837,181.7429142,0.00,111.6041224,263.1904645
7,1,1926,0.00,133.6269064,2.338062225,0.00,110.2420405,100.1273396,0.00,91.30851462,181.6428312,0.00,111.4524054,263.1412149
8,1,1926,0.00,133.5045193,2.196605702,0.00,110.1643679,99.97731303,0.00,91.17980807,181.5444803,0.00,111.2946054,263.0967445
9,1,1926,0.00,133.3746684,2.057912751,0.00,110.0792123,99.82616125,0.00,91.04387854,181.4479521,0.00,111.130816,263.0571082
10,1,1926,0.00,133.2374218,1.922140543,0.00,109.9865924,99.67402046,0.00,90.90078897,181.3533351,0.00,110.9611326,263.0223567
11,1,1926,0.00,133.0928513,1.789439328,0.00,109.8865313,99.52102583,0.00,90.7506053,181.2607158,0.00,110.7856521,262.9925357
12,1,1926,0.00,132.9410322,1.659952198,0.00,109.7790561,99.36731124,0.00,90.59339644,181.170178,0.00,110.604473,262.9676864
13,1,1926,0.00,132.782043,1.533814867,0.00,109.664198,99.21300908,1.69,90.42923416,181.0818033,0.00,110.4176952,262.9478456
14,1,1926,0.00,132.6159654,1.411155483,0.00,109.5419919,99.05825,5.77,90.25819301,180.9956707,0.00,110.2254197,262.933045
15,1,1926,0.00,132.4428841,1.292094474,0.00,109.412477,98.90316269,10.02,90.08035021,180.9118564,0.00,110.0277487,262.9233122
16,1,1926,0.00,132.2628868,1.17674441,0.00,109.2756961,98.74787366,14.42,89.89578558,180.8304344,0.00,109.8247853,262.9186699
17,1,1926,0.00,132.0760638,1.065209906,0.00,109.131696,98.59250699,18.99,89.70458144,180.7514752,0.00,109.6166335,262.9191364
18,1,1926,0.00,131.8825079,0.957587535,0.00,108.9805273,98.4371842,23.71,89.50682252,180.6750471,0.00,109.4033982,262.9247254
19,1,1926,0.00,131.6823145,0.853965785,0.00,108.8222443,98.28202395,28.59,89.30259588,180.6012151,0.00,109.1851848,262.9354462
20,1,1926,0.00,131.4755812,0.754425029,0.00,108.656905,98.12714194,33.61,89.09199076,180.5300412,0.00,108.9620991,262.9513036
21,1,1926,0.00,131.2624077,0.659037526,0.00,108.4845708,97.97265065,38.79,88.87509857,180.4615844,0.00,108.7342474,262.9722981
22,1,1926,0.00,131.0428957,0.567867441,0.00,108.3053069,97.81865922,44.11,88.65201272,180.3959006,0.00,108.5017365,262.9984258
23,1,1926,0.00,130.8171487,0.480970891,0.00,108.1191818,97.66527329,49.58,88.42282857,180.3330425,0.00,108.264673,263.0296786
24,1,1926,0.00,130.585272,0.398396014,0.00,107.9262674,97.51259479,55.19,88.1876433,180.2730593,0.00,108.0231638,263.066044
25,1,1926,0.00,130.3473721,0.320183053,0.00,107.726639,97.36072186,60.95,87.94655584,180.2159974,0.00,107.7773159,263.1075055
26,1,1926,0.00,130.1035574,0.246364467,0.00,107.520375,97.20974871,66.83,87.6996668,180.1618994,0.00,107.527236,263.1540426
27,1,1926,0.00,129.8539373,0.17696505,0.00,107.3075568,97.05976549,72.86,87.44707831,180.1108049,0.00,107.2730306,263.2056305
28,1,1926,0.00,129.5986223,0.112002076,0.00,107.0882691,96.91085817,79.01,87.18889398,180.0627499,0.00,107.014806,263.2622407
29,1,1926,0.00,129.3377241,0.051485458,0.00,106.8625995,96.7631085,85.30,86.9252188,180.0177671,0.00,106.7526681,263.3238408
30,1,1926,0.00,129.0713552,359.9954179,0.00,106.6306382,96.61659388,91.71,86.65615904,179.9758857,0.00,106.4867224,263.3903945
31,1,1926,0.00,128.799629,359.9437952,0.00,106.3924784,96.47138732,98.24,86.38182217,179.9371316,0.00,106.2170739,263.4618619
1,2,1926,0.00,128.5226595,359.8966061,0.00,106.1482159,96.32755739,104.90,86.10231677,179.901527,0.00,105.9438268,263.5381995
2,2,1926,0.00,128.2405613,359.853833,0.00,105.897949,96.18516815,111.67,85.81775245,179.8690909,0.00,105.667085,263.6193601
3,2,1926,0.00,127.9534496,359.8154518,0.00,105.6417786,96.04427916,118.56,85.52823976,179.8398388,0.00,105.3869513,263.7052932
4,2,1926,0.00,127.6614398,359.7814322,0.00,105.3798079,95.90494544,125.56,85.23389011,179.8137827,0.00,105.103528,263.795945
5,2,1926,0.00,127.3646478,359.7517381,0.00,105.1121422,95.76721746,132.67,84.9348157,179.7909314,0.00,104.8169165,263.8912584
6,2,1926,0.00,127.0631896,359.7263275,0.00,104.8388893,95.63114116,139.88,84.63112942,179.77129,0.00,104.5272174,263.991173
7,2,1926,0.00,126.7571815,359.7051531,0.00,104.5601588,95.49675797,147.20,84.32294481,179.7548605,0.00,104.2345303,264.0956255
8,2,1926,0.00,126.4467396,359.6881624,0.00,104.2760624,95.36410484,154.62,84.01037595,179.7416414,0.00,103.9389539,264.2045496
9,2,1926,0.00,126.1319804,359.6752979,0.00,103.9867136,95.23321427,162.13,83.69353742,179.7316281,0.00,103.6405859,264.3178761
10,2,1926,0.00,125.81302,359.6664972,0.00,103.6922276,95.10411435,169.74,83.3725442,179.7248125,0.00,103.339523,264.4355332
11,2,1926,0.00,125.4899747,359.6616939,0.00,103.3927216,94.97682884,177.43,83.04751164,179.7211836,0.00,103.035861,264.5574462
12,2,1926,0.00,125.1629603,359.6608168,0.00,103.0883139,94.85137725,185.22,82.71855536,179.7207268,0.00,102.7296944,264.683538
13,2,1926,0.00,124.8320927,359.6637913,0.00,102.7791247,94.72777488,193.09,82.38579121,179.723425,0.00,102.4211168,264.813729
14,2,1926,0.00,124.4974874,359.6705388,0.00,102.4652753,94.60603293,201.04,82.04933521,179.7292574,0.00,102.1102208,264.9479373
15,2,1926,0.00,124.1592596,359.6809772,0.00,102.1468884,94.48615858,209.06,81.70930347,179.7382008,0.00,101.7970978,265.0860789
16,2,1926,0.00,123.8175243,359.6950213,0.00,101.824088,94.36815509,217.17,81.36581218,179.7502287,0.00,101.481838,265.2280673
17,2,1926,0.00,123.4723961,359.7125829,0.00,101.496999,94.25202193,225.34,81.01897751,179.7653118,0.00,101.1645307,265.3738143
18,2,1926,0.00,123.1239892,359.733571,0.00,101.1657475,94.13775484,233.58,80.66891558,179.7834182,0.00,100.8452641,265.5232296
19,2,1926,0.00,122.7724173,359.7578922,0.00,100.8304605,94.025346,241.88,80.31574243,179.804513,0.00,100.5241251,265.6762214
20,2,1926,0.00,122.4177938,359.7854507,0.00,100.4912657,93.91478411,250.25,79.95957393,179.8285589,0.00,100.2011999,265.8326957
21,2,1926,0.00,122.0602317,359.8161488,0.00,100.1482918,93.80605452,258.67,79.60052579,179.8555159,0.00,99.87657316,265.9925572
22,2,1926,0.00,121.6998434,359.8498866,0.00,99.80166813,93.6991394,267.15,79.23871347,179.8853415,0.00,99.55032885,266.1557092
23,2,1926,0.00,121.336741,359.886563,0.00,99.45152449,93.59401778,275.68,78.87425219,179.9179909,0.00,99.22254974,266.3220533
24,2,1926,0.00,120.971036,359.9260752,0.00,99.09799135,93.49066579,284.25,78.50725684,179.9534167,0.00,98.89331761,266.49149
25,2,1926,0.00,120.6028395,359.9683192,0.00,98.74119965,93.38905669,292.88,78.137842,179.9915696,0.00,98.56271321,266.6639184
26,2,1926,0.00,120.2322621,0.013189955,0.00,98.38128068,93.2891611,301.54,77.76612187,180.0323979,0.00,98.23081634,266.8392369
27,2,1926,0.00,119.8594138,0.060581625,0.00,98.01836611,93.19094704,310.24,77.39221025,180.0758477,0.00,97.89770579,267.0173423
28,2,1926,0.00,119.4844042,0.110387586,0.00,97.65258785,93.09438014,318.98,77.01622054,180.1218632,0.00,97.56345945,267.1981309
1,3,1926,0.00,119.1073426,0.162500711,0.00,97.28407804,92.99942375,327.74,76.63826565,180.1703866,0.00,97.22815427,267.3814981
2,3,1926,0.00,118.7283375,0.216813509,0.00,96.91296896,92.90603905,336.54,76.25845806,180.2213583,0.00,96.89186632,267.5673384
3,3,1926,0.00,118.3474971,0.273218268,0.00,96.53939299,92.81418523,345.36,75.87690973,180.2747167,0.00,96.55467081,267.7555457
4,3,1926,0.00,117.9649292,0.331607205,0.00,96.16348256,92.72381958,354.21,75.49373213,180.3303987,0.00,96.21664211,267.9460133
5,3,1926,0.00,117.5807409,0.391872603,0.00,95.7853701,92.63489764,363.07,75.10903617,180.3883394,0.00,95.8778538,268.1386341
6,3,1926,0.00,117.1950391,0.453906939,0.00,95.40518797,92.54737331,371.95,74.72293226,180.4484723,0.00,95.53837867,268.3333005
7,3,1926,0.00,116.80793,0.517603005,0.00,95.02306844,92.46119903,380.84,74.33553021,180.5107294,0.00,95.19828877,268.5299043
8,3,1926,0.00,116.4195197,0.582854028,0.00,94.63914366,92.37632582,389.75,73.94693928,180.5750413,0.00,94.85765544,268.7283375
9,3,1926,0.00,116.0299136,0.649553774,0.00,94.25354559,92.29270348,398.66,73.55726816,180.6413371,0.00,94.51654935,268.9284914
10,3,1926,0.00,115.6392167,0.71759665,0.00,93.86640596,92.21028066,407.57,73.16662493,180.7095446,0.00,94.1750405,269.1302575
11,3,1926,0.00,115.2475338,0.7868778,0.00,93.47785629,92.129005,416.48,72.77511711,180.7795904,0.00,93.83319826,269.3335268
12,3,1926,0.00,114.8549691,0.857293188,0.00,93.08802778,92.04882321,425.39,72.38285159,180.8513998,0.00,93.49109145,269.5381906
13,3,1926,0.00,114.4616264,0.928739688,0.00,92.69705136,91.96968124,434.30,71.98993467,180.924897,0.00,93.1487883,269.7441401
14,3,1926,0.00,114.0676094,1.00111515,0.00,92.30505761,91.89152433,443.20,71.59647206,181.000005,0.00,92.80635652,269.9512666
15,3,1926,0.00,113.6730213,1.074318478,0.00,91.91217674,91.81429715,452.08,71.20256884,181.0766459,0.00,92.46386333,270.1594613
16,3,1926,0.00,113.2779648,1.148249688,0.00,91.51853858,91.73794387,460.96,70.80832949,181.1547407,0.00,92.12137548,270.3686157
17,3,1926,0.00,112.8825424,1.222809968,0.00,91.12427257,91.66240829,469.81,70.41385792,181.2342095,0.00,91.77895927,270.5786216
18,3,1926,0.00,112.4868565,1.297901735,0.00,90.72950771,91.58763392,478.65,70.01925739,181.3149713,0.00,91.43668063,270.7893709
19,3,1926,0.00,112.0910088,1.373428678,0.00,90.33437258,91.51356409,487.46,69.62463061,181.3969445,0.00,91.09460508,271.0007559
20,3,1926,0.00,111.6951009,1.449295811,1.76,89.93899528,91.440142,496.25,69.23007966,181.4800466,0.00,90.75279781,271.2126689
21,3,1926,0.00,111.2992343,1.525409504,11.18,89.54350344,91.36731086,505.02,68.83570607,181.5641942,0.00,90.41132368,271.4250028
22,3,1926,0.00,110.90351,1.601677527,20.61,89.14802421,91.29501393,513.75,68.44161077,181.6493032,0.00,90.07024727,271.637651
23,3,1926,0.00,110.5080287,1.67800908,30.03,88.75268425,91.22319464,522.45,68.04789413,181.7352889,6.07,89.72963289,271.850507
24,3,1926,0.00,110.112891,1.754314824,39.45,88.35760971,91.15179663,531.11,67.65465594,181.8220659,14.14,89.38954463,272.0634649
25,3,1926,0.00,109.7181973,1.830506908,48.85,87.96292619,91.0807639,539.74,67.26199547,181.909548,22.21,89.05004634,272.2764192
26,3,1926,0.00,109.3240477,1.906498993,58.24,87.56875879,91.0100408,548.33,66.8700114,181.9976487,30.25,88.71120172,272.4892649
27,3,1926,0.00,108.930542,1.982206277,67.61,87.17523206,90.93957217,556.87,66.47880193,182.0862807,38.28,88.37307429,272.7018977
28,3,1926,0.00,108.5377799,2.057545514,76.96,86.78246999,90.86930339,565.37,66.08846469,182.1753562,46.28,88.03572746,272.9142134
29,3,1926,0.00,108.145861,2.132435031,86.28,86.39059604,90.79918045,573.82,65.69909682,182.2647871,54.27,87.69922452,273.1261088
30,3,1926,0.00,107.7548845,2.206794751,95.58,85.99973306,90.72915005,582.22,65.31079496,182.3544846,62.23,87.36362868,273.3374812
31,3,1926,0.00,107.3649496,2.280546204,104.85,85.61000337,90.65915963,590.57,64.92365527,182.4443598,70.16,87.0290031,273.5482282
1,4,1926,0.00,106.9761551,2.353612549,114.08,85.22152866,90.58915747,598.87,64.5377734,182.5343231,78.07,86.69541089,273.7582484
2,4,1926,0.00,106.5885999,2.425918581,123.27,84.83443006,90.51909278,607.11,64.15324457,182.6242847,85.95,86.36291517,273.9674408
3,4,1926,0.00,106.2023825,2.497390757,132.42,84.44882806,90.4489157,615.29,63.77016354,182.7141547,93.80,86.03157906,274.1757054
4,4,1926,0.00,105.8176014,2.567957199,141.53,84.06484257,90.37857745,623.41,63.38862462,182.8038427,101.62,85.70146572,274.3829424
5,4,1926,0.00,105.4343549,2.63754772,150.59,83.68259285,90.30803035,631.47,63.00872168,182.8932581,109.41,85.37263837,274.5890533
6,4,1926,0.00,105.052741,2.706093831,159.60,83.30219753,90.23722792,639.47,62.63054822,182.9823104,117.16,85.04516031,274.79394
7,4,1926,0.00,104.6728578,2.773528765,168.55,82.92377457,90.16612492,647.40,62.25419729,183.0709087,124.87,84.71909491,274.9975052
8,4,1926,0.00,104.294803,2.839787485,177.45,82.54744129,90.09467745,655.26,61.87976157,183.1589623,132.54,84.39450571,275.1996526
9,4,1926,0.00,103.9186743,2.904806707,186.29,82.1733143,90.022843,663.05,61.50733335,183.2463804,140.18,84.07145634,275.4002865
10,4,1926,0.00,103.5445691,2.96852492,195.06,81.80150953,89.95058053,670.77,61.13700456,183.3330723,147.77,83.75001064,275.5993123
11,4,1926,0.00,103.1725848,3.030882398,203.77,81.43214218,89.87785056,678.41,60.76886678,183.4189474,155.31,83.4302326,275.7966363
12,4,1926,0.00,102.8028184,3.091821229,212.41,81.06532672,89.8046152,685.99,60.40301122,183.5039153,162.81,83.1121864,275.9921656
13,4,1926,0.00,102.435367,3.151285329,220.98,80.70117686,89.73083826,693.48,60.03952877,183.5878861,170.27,82.79593647,276.1858084
14,4,1926,0.00,102.0703272,3.20922047,229.48,80.33980552,89.65648532,700.89,59.67850999,183.6707699,177.68,82.48154743,276.3774739
15,4,1926,0.00,101.7077956,3.265574304,237.89,79.98132482,89.58152377,708.23,59.32004511,183.7524776,185.03,82.1690842,276.5670723
16,4,1926,0.00,101.3478687,3.320296383,246.23,79.62584605,89.50592294,715.48,58.96422406,183.8329203,192.33,81.85861192,276.754515
17,4,1926,0.00,100.9906424,3.373338192,254.49,79.27347964,89.42965412,722.65,58.61113646,183.9120099,199.58,81.55019605,276.9397147
18,4,1926,0.00,100.6362128,3.424653172,262.66,78.92433514,89.35269066,729.74,58.26087164,183.9896591,206.78,81.24390233,277.1225849
19,4,1926,0.00,100.2846755,3.47419675,270.74,78.57852116,89.27500806,736.74,57.91351863,184.0657811,213.92,80.9397968,277.3030407
20,4,1926,0.00,99.93612584,3.521926369,278.73,78.23614536,89.19658401,743.65,57.56916617,184.1402904,220.99,80.63794585,277.4809984
21,4,1926,0.00,99.59065894,3.56780152,286.63,77.89731442,89.11739848,750.48,57.22790272,184.2131022,228.01,80.3384162,277.6563757
22,4,1926,0.00,99.24836962,3.611783769,294.43,77.56213399,89.03743379,757.21,56.88981647,184.284133,234.97,80.04127488,277.8290916
23,4,1926,0.00,98.90935234,3.653836795,302.14,77.23070866,88.9566747,763.86,56.5549953,184.3533005,241.86,79.74658933,277.9990667
24,4,1926,0.00,98.57370125,3.693926417,309.75,76.90314191,88.87510846,770.41,56.22352683,184.4205239,248.69,79.45442732,278.1662231
25,4,1926,0.00,98.24151011,3.732020632,317.25,76.57953607,88.79272487,776.87,55.89549839,184.4857237,255.45,79.164857,278.3304844
26,4,1926,0.00,97.9128723,3.768089645,324.65,76.2599923,88.7095164,783.23,55.57099702,184.5488222,262.15,78.8779469,278.491776
27,4,1926,0.00,97.58788075,3.802105905,331.94,75.9446105,88.62547817,789.50,55.25010947,184.6097434,268.77,78.59376592,278.6500249
28,4,1926,0.00,97.26662798,3.834044135,339.13,75.6334893,88.54060811,795.67,54.93292218,184.6684131,275.32,78.31238335,278.80516
29,4,1926,0.00,96.949206,3.863881371,346.20,75.326726,88.45490695,801.75,54.6195213,184.7247595,281.80,78.03386888,278.9571118
30,4,1926,0.00,96.63570631,3.891596989,353.16,75.02441652,88.36837831,807.72,54.30999265,184.7787126,288.21,77.75829257,279.1058131
1,5,1926,0.00,96.32621989,3.917172738,360.01,74.72665535,88.28102876,813.60,54.00442172,184.830205,294.54,77.48572484,279.2511984
2,5,1926,0.00,96.02083712,3.940592775,366.73,74.4335355,88.19286783,819.37,53.70289366,184.8791717,300.79,77.21623653,279.3932042
3,5,1926,0.00,95.71964776,3.96184369,373.35,74.14514845,88.10390813,825.05,53.40549325,184.9255503,306.96,76.94989881,279.5317693
4,5,1926,0.00,95.42274094,3.980914539,379.84,73.86158407,88.01416533,830.62,53.1123049,184.9692813,313.05,76.68678324,279.6668347
5,5,1926,0.00,95.13020507,3.99779687,386.20,73.58293061,87.92365821,836.09,52.8234126,185.010308,319.06,76.42696172,279.7983435
6,5,1926,0.00,94.84212785,4.012484746,392.45,73.30927462,87.83240872,841.46,52.53889993,185.0485771,324.99,76.17050648,279.9262412
7,5,1926,0.00,94.55859621,4.024974773,398.57,73.04070088,87.740442,846.72,52.25885003,185.0840383,330.83,75.91749008,280.0504757
8,5,1926,0.00,94.27969624,4.035266117,404.56,72.77729237,87.64778637,851.87,51.98334553,185.1166448,336.58,75.66798539,280.1709972
9,5,1926,0.00,94.00551319,4.043360529,410.43,72.5191302,87.5544734,856.92,51.71246859,185.1463535,342.24,75.42206555,280.2877588
10,5,1926,0.00,93.73613141,4.049262357,416.16,72.26629356,87.46053789,861.87,51.44630079,185.1731249,347.82,75.17980398,280.4007159
11,5,1926,0.00,93.47163427,4.052978561,421.77,72.01885965,87.36601785,866.71,51.18492315,185.1969233,353.30,74.94127433,280.5098265
12,5,1926,0.00,93.21210418,4.054518727,427.24,71.77690365,87.27095457,871.43,50.92841609,185.2177172,358.69,74.70655046,280.6150515
13,5,1926,0.00,92.95762247,4.053895072,432.58,71.54049863,87.17539252,876.06,50.67685935,185.2354793,363.99,74.4757064,280.7163545
14,5,1926,0.00,92.70826939,4.051122449,437.79,71.30971552,87.07937942,880.57,50.43033197,185.2501865,369.19,74.24881634,280.8137019
15,5,1926,0.00,92.46412405,4.046218355,442.86,71.08462306,86.98296613,884.97,50.18891225,185.2618202,374.29,74.02595458,280.9070633
16,5,1926,0.00,92.22526434,4.039202919,447.79,70.8652877,86.88620672,889.27,49.95267771,185.2703664,379.29,73.80719551,280.9964107
17,5,1926,0.00,91.99176693,4.030098906,452.58,70.65177362,86.78915831,893.45,49.72170499,185.2758157,384.20,73.59261351,281.0817196
18,5,1926,0.00,91.76370718,4.018931704,457.24,70.44414261,86.69188114,897.52,49.49606987,185.2781636,389.00,73.38228301,281.1629683
19,5,1926,0.00,91.54115908,4.005729311,461.75,70.24245408,86.59443843,901.48,49.27584715,185.2774106,393.70,73.17627834,281.2401384
20,5,1926,0.00,91.32419524,3.990522321,466.13,70.04676494,86.49689635,905.33,49.06111062,185.273562,398.29,72.97467377,281.3132145
21,5,1926,0.00,91.1128868,3.973343901,470.37,69.85712964,86.39932397,909.07,48.85193299,185.2666286,402.78,72.77754337,281.3821843
22,5,1926,0.00,90.90730338,3.954229768,474.46,69.67360004,86.30179312,912.70,48.64838585,185.256626,407.15,72.58496106,281.4470391
23,5,1926,0.00,90.70751305,3.933218163,478.41,69.49622543,86.20437838,916.21,48.45053958,185.2435752,411.42,72.39700046,281.5077731
24,5,1926,0.00,90.51358225,3.910349812,482.22,69.32505248,86.10715692,919.61,48.2584633,185.2275027,415.58,72.21373491,281.564384
25,5,1926,0.00,90.32557575,3.8856679,485.88,69.16012514,86.01020844,922.90,48.07222478,185.2084402,419.63,72.03523735,281.6168728
26,5,1926,0.00,90.14355661,3.859218021,489.40,69.00148471,85.91361505,926.07,47.89189039,185.1864247,423.57,71.86158029,281.6652439
27,5,1926,0.00,89.96758608,3.831048138,492.78,68.8491697,85.81746114,929.13,47.71752503,185.1614987,427.39,71.69283577,281.7095049
28,5,1926,0.00,89.79772361,3.801208539,496.01,68.70321589,85.72183329,932.08,47.54919206,185.1337104,431.09,71.52907522,281.7496669
29,5,1926,0.00,89.63402676,3.769751776,499.09,68.56365623,85.62682009,934.91,47.38695321,185.103113,434.68,71.37036948,281.7857445
30,5,1926,0.59,89.47655115,3.736732616,502.03,68.43052087,85.53251206,937.63,47.2308685,185.0697652,438.15,71.21678869,281.8177557
31,5,1926,4.19,89.32535043,3.70220798,504.83,68.30383711,85.43900149,940.23,47.08099622,185.0337313,441.50,71.06840221,281.8457217
1,6,1926,7.65,89.18047621,3.66623688,507.48,68.18362937,85.34638227,942.72,46.9373928,184.9950806,444.73,70.92527857,281.8696672
2,6,1926,10.96,89.04197803,3.628880349,509.98,68.06991921,85.25474977,945.09,46.80011275,184.9538876,447.83,70.7874854,281.8896205
3,6,1926,14.11,88.9099033,3.590201376,512.33,67.96272532,85.16420067,947.35,46.6692086,184.9102323,450.81,70.65508935,281.9056131
4,6,1926,17.11,88.78429727,3.550264828,514.54,67.86206345,85.07483281,949.49,46.54473082,184.8641992,453.67,70.528156,281.9176798
5,6,1926,19.95,88.66520294,3.509137377,516.61,67.76794649,84.98674503,951.52,46.42672777,184.8158782,456.40,70.40674982,281.9258589
6,6,1926,22.64,88.55266112,3.466887415,518.53,67.68038441,84.90003697,953.43,46.31524556,184.7653636,459.01,70.29093408,281.9301919
7,6,1926,25.17,88.44671026,3.423584978,520.30,67.59938427,84.81480894,955.23,46.21032809,184.7127545,461.49,70.18077077,281.9307237
8,6,1926,27.54,88.34738651,3.379301655,521.93,67.52495027,84.73116176,956.91,46.11201689,184.6581544,463.83,70.07632053,281.9275024
9,6,1926,29.75,88.25472366,3.334110499,523.41,67.45708369,84.64919654,958.47,46.0203511,184.601671,466.05,69.97764257,281.9205791
10,6,1926,31.80,88.16875306,3.288085944,524.75,67.39578298,84.56901454,959.92,45.9353674,184.5434162,468.14,69.88479462,281.9100082
11,6,1926,33.69,88.08950365,3.241303701,525.94,67.3410437,84.490717,961.25,45.85709995,184.4835056,470.09,69.79783282,281.8958472
12,6,1926,35.42,88.01700191,3.193840671,526.98,67.29285862,84.41440495,962.46,45.78558034,184.4220584,471.91,69.71681168,281.8781566
13,6,1926,36.99,87.9512718,3.145774844,527.89,67.25121767,84.34017904,963.56,45.72083754,184.3591972,473.59,69.64178398,281.8569997
14,6,1926,38.40,87.89233479,3.097185201,528.65,67.21610803,84.26813941,964.54,45.66289783,184.2950478,475.14,69.57280072,281.8324428
15,6,1926,39.64,87.84020979,3.048151613,529.26,67.18751411,84.19838544,965.41,45.61178479,184.2297387,476.56,69.50991105,281.804555
16,6,1926,40.72,87.79491317,2.998754737,529.74,67.16541764,84.13101566,966.16,45.56751922,184.163401,477.83,69.45316217,281.7734078
17,6,1926,41.64,87.75645869,2.949075915,530.07,67.14979765,84.06612754,966.79,45.53011915,184.0961681,478.97,69.40259932,281.7390756
18,6,1926,42.39,87.72485756,2.899197067,530.26,67.14063056,84.00381736,967.31,45.49959975,184.0281753,479.97,69.35826567,281.7016352
19,6,1926,42.98,87.70011837,2.849200586,530.31,67.13789021,83.94418002,967.71,45.47597337,183.9595597,480.83,69.32020224,281.6611657
20,6,1926,43.41,87.68224709,2.799169231,530.22,67.1415479,83.8873089,967.99,45.45924947,183.8904595,481.54,69.28844792,281.6177486
21,6,1926,43.67,87.67124709,2.749186022,529.99,67.15157243,83.83329572,968.16,45.44943462,183.8210141,482.12,69.26303932,281.5714673
22,6,1926,43.77,87.66711912,2.699334128,529.62,67.16793021,83.78223037,968.21,45.44653248,183.7513637,482.56,69.24401077,281.5224075
23,6,1926,43.70,87.6698613,2.649696762,529.11,67.19058524,83.73420082,968.14,45.4505438,183.6816486,482.85,69.23139424,281.4706567
24,6,1926,43.47,87.67946916,2.600357074,528.46,67.21949925,83.68929289,967.96,45.46146642,183.6120093,483.00,69.2252193,281.416304
25,6,1926,43.08,87.69593559,2.551398039,527.68,67.2546317,83.64759024,967.66,45.47929528,183.542586,483.00,69.22551305,281.3594403
26,6,1926,42.52,87.71925091,2.502902353,526.76,67.29593987,83.60917413,967.24,45.50402239,183.4735184,482.86,69.23230013,281.3001579
27,6,1926,41.80,87.74940284,2.454952325,525.71,67.34337892,83.57412338,966.71,45.53563689,183.4049451,482.57,69.24560261,281.2385505
28,6,1926,40.92,87.78637654,2.407629769,524.52,67.39690198,83.54251424,966.06,45.57412506,183.3370035,482.14,69.26543997,281.1747128
29,6,1926,39.87,87.83015459,2.361015899,523.21,67.45646021,83.51442024,965.29,45.61947031,183.2698294,481.57,69.29182909,281.1087408
30,6,1926,38.67,87.88071706,2.315191225,521.75,67.52200285,83.48991217,964.41,45.67165326,183.2035568,480.84,69.32478418,281.040731
1,7,1926,37.30,87.9380415,2.270235449,520.17,67.59347733,83.46905788,963.41,45.73065171,183.1383174,479.97,69.36431679,280.9707809
2,7,1926,35.77,88.00210299,2.226227362,518.46,67.67082933,83.45192231,962.29,45.79644075,183.0742405,478.95,69.41043572,280.8989884
3,7,1926,34.08,88.07287414,2.183244742,516.62,67.75400286,83.43856731,961.06,45.86899274,183.0114527,477.79,69.46314708,280.8254519
4,7,1926,32.23,88.15032513,2.141364258,514.65,67.84294032,83.42905161,959.71,45.94827737,182.9500773,476.48,69.52245418,280.7502698
5,7,1926,30.22,88.23442378,2.100661371,512.56,67.93758261,83.42343075,958.25,46.03426176,182.8902347,475.02,69.58835758,280.6735408
6,7,1926,28.06,88.32513551,2.061210239,510.34,68.03786919,83.42175702,956.67,46.12691043,182.8320415,473.41,69.66085506,280.5953633
7,7,1926,25.73,88.42242346,2.023083625,507.99,68.14373818,83.42407937,954.97,46.22618542,182.7756105,471.65,69.73994156,280.5158355
8,7,1926,23.26,88.52624847,1.986352803,505.52,68.2551264,83.43044341,953.16,46.33204632,182.7210505,469.75,69.82560927,280.435055
9,7,1926,20.62,88.63656916,1.951087473,502.93,68.37196949,83.44089135,951.24,46.44445035,182.6684663,467.69,69.91784753,280.3531191
10,7,1926,17.83,88.75334194,1.917355677,500.22,68.49420198,83.45546192,949.19,46.56335242,182.6179581,465.49,70.01664289,280.2701239
11,7,1926,14.89,88.87652108,1.885223712,497.39,68.62175735,83.47419041,947.04,46.68870517,182.5696216,463.14,70.12197909,280.1861649
12,7,1926,11.80,89.00605876,1.854756053,494.43,68.75456813,83.49710859,944.77,46.82045909,182.5235477,460.65,70.23383706,280.1013364
13,7,1926,8.56,89.1419051,1.826015277,491.37,68.89256597,83.52424473,942.38,46.95856253,182.4798226,458.00,70.35219497,280.0157315
14,7,1926,5.16,89.28400822,1.799061988,488.18,69.03568172,83.55562354,939.88,47.10296185,182.4385272,455.21,70.47702817,279.9294416
15,7,1926,1.62,89.43231429,1.773954749,484.88,69.18384551,83.59126622,937.26,47.25360142,182.3997377,452.27,70.60830928,279.8425571
