Day,Month,Year,Midnight_TOA,Midnight_Zenith,Midnight_Azimuth,6am_TOA,6am_Zenith,6am_Azimuth ,Noon_TOA,Noon_Zenith ,Noon_Azimuth ,6pm_TOA,6pm_Zenith ,6pm_Azimuth
22,7,1947,0.00,90.62585368,1.643956704,458.87,70.34771856,83.94557614,916.00,48.46389404,182.1901413,427.98,71.68823657,279.2203351
23,7,1947,0.00,90.82119644,1.635324401,454.71,70.53333205,84.01538653,912.49,48.66181008,182.173369,423.88,71.86934518,279.1317464
24,7,1947,0.00,91.02218262,1.628963641,450.44,70.72334677,84.08949658,908.86,48.86539321,182.1595491,419.65,72.05653885,279.0432809
25,7,1947,0.00,91.22874192,1.624909726,446.07,70.91768937,84.16789296,905.12,49.07457229,182.1487045,415.27,72.24976428,278.9550067
26,7,1947,0.00,91.44080269,1.6231954,441.60,71.1162865,84.25055906,901.27,49.28927497,182.1408527,410.76,72.44896572,278.8669887
27,7,1947,0.00,91.658292,1.623850832,437.03,71.31906482,84.33747501,897.31,49.50942783,182.1360059,406.10,72.65408512,278.7792895
28,7,1947,0.00,91.88113567,1.626903589,432.37,71.52595112,84.42861771,893.24,49.73495637,182.1341714,401.31,72.86506209,278.6919683
29,7,1947,0.00,92.10925835,1.632378628,427.61,71.73687228,84.52396095,889.06,49.96578514,182.1353514,396.37,73.081834,278.6050817
30,7,1947,0.00,92.34258354,1.640298282,422.75,71.95175539,84.62347539,884.77,50.20183775,182.1395431,391.30,73.30433603,278.518683
31,7,1947,0.00,92.58103369,1.650682254,417.80,72.17052775,84.72712866,880.37,50.44303696,182.146739,386.10,73.53250118,278.4328226
1,8,1947,0.00,92.82453022,1.663547616,412.76,72.39311691,84.83488542,875.86,50.68930468,182.1569267,380.75,73.76626039,278.3475478
2,8,1947,0.00,93.07299358,1.678908807,407.63,72.61945071,84.94670744,871.24,50.94056211,182.1700895,375.28,74.00554254,278.2629027
3,8,1947,0.00,93.3263433,1.69677764,402.40,72.8494573,85.06255361,866.52,51.19672971,182.1862061,369.68,74.25027452,278.1789284
4,8,1947,0.00,93.58449805,1.717163307,397.09,73.0830652,85.18238008,861.69,51.45772728,182.2052509,363.94,74.5003813,278.0956628
5,8,1947,0.00,93.84737569,1.740072396,391.70,73.3202033,85.30614026,856.75,51.72347401,182.2271941,358.07,74.75578597,278.0131405
6,8,1947,0.00,94.11489329,1.7655089,386.21,73.56080088,85.43378497,851.71,51.99388849,182.2520021,352.08,75.01640982,277.9313933
7,8,1947,0.00,94.3869672,1.793474237,380.65,73.80478764,85.56526245,846.56,52.26888881,182.2796371,345.96,75.28217236,277.8504494
8,8,1947,0.00,94.66351311,1.823967269,375.00,74.05209374,85.70051845,841.31,52.54839252,182.3100579,339.72,75.55299141,277.7703343
9,8,1947,0.00,94.94444606,1.85698433,369.27,74.30264975,85.83949632,835.95,52.83231671,182.3432196,333.35,75.82878313,277.6910701
10,8,1947,0.00,95.22968052,1.892519245,363.46,74.55638674,85.98213708,830.49,53.12057806,182.379074,326.86,76.10946211,277.6126761
11,8,1947,0.00,95.5191304,1.930563363,357.58,74.81323625,86.12837949,824.93,53.41309282,182.4175696,320.26,76.39494138,277.5351682
12,8,1947,0.00,95.81270909,1.971105584,351.62,75.07313029,86.27816014,819.27,53.70977685,182.4586518,313.53,76.68513252,277.4585596
13,8,1947,0.00,96.11032953,2.014132391,345.58,75.33600137,86.4314135,813.51,54.01054569,182.5022631,306.69,76.97994566,277.3828604
14,8,1947,0.00,96.41190423,2.059627887,339.47,75.60178249,86.58807203,807.64,54.3153145,182.5483434,299.74,77.27928958,277.3080777
15,8,1947,0.00,96.7173453,2.107573824,333.28,75.87040714,86.74806624,801.68,54.62399816,182.5968298,292.67,77.58307172,277.234216
16,8,1947,0.00,97.02656448,2.157949643,327.03,76.14180931,86.91132476,795.62,54.93651125,182.647657,285.50,77.89119827,277.1612766
17,8,1947,0.00,97.3394732,2.210732509,320.70,76.41592346,87.07777442,789.47,55.25276805,182.7007576,278.21,78.20357418,277.0892583
18,8,1947,0.00,97.65598257,2.265897349,314.31,76.69268457,87.24734033,783.22,55.57268259,182.7560619,270.83,78.52010327,277.0181572
19,8,1947,0.00,97.97600346,2.32341689,307.85,76.97202806,87.41994595,776.87,55.89616864,182.8134982,263.33,78.84068819,276.9479665
20,8,1947,0.00,98.29944648,2.383261694,301.32,77.25388985,87.59551314,770.43,56.22313971,182.8729929,255.74,79.16523054,276.8786772
21,8,1947,0.00,98.62622203,2.445400203,294.73,77.5382063,87.77396228,763.90,56.55350909,182.934471,248.05,79.4936309,276.8102775
22,8,1947,0.00,98.95624034,2.509798769,288.08,77.82491424,87.95521229,757.28,56.88718983,182.9978556,240.26,79.82578884,276.7427531
23,8,1947,0.00,99.28941145,2.576421695,281.37,78.11395093,88.13918069,750.57,57.22409475,183.0630685,232.37,80.16160297,276.6760876
24,8,1947,0.00,99.62564527,2.645231274,274.60,78.40525405,88.32578374,743.77,57.56413644,183.1300302,224.40,80.50097102,276.6102621
25,8,1947,0.00,99.96485158,2.716187818,267.77,78.6987617,88.51493639,736.88,57.90722728,183.1986599,216.33,80.84378983,276.5452554
26,8,1947,0.00,100.3069401,2.789249702,260.88,78.99441237,88.70655243,729.90,58.2532794,183.2688761,208.18,81.18995539,276.4810443
27,8,1947,0.00,100.6518204,2.864373388,253.94,79.29214492,88.90054453,722.84,58.60220474,183.3405958,199.95,81.5393629,276.4176033
28,8,1947,0.00,100.9994019,2.941513466,246.95,79.59189859,89.09682425,715.70,58.95391498,183.4137356,191.63,81.89190678,276.3549051
29,8,1947,0.00,101.3495943,3.020622679,239.90,79.89361296,89.29530214,708.47,59.30832158,183.488211,183.23,82.2474807,276.2929202
30,8,1947,0.00,101.7023068,3.101651954,232.80,80.19722792,89.49588777,701.17,59.66533576,183.5639373,174.76,82.60597762,276.2316174
31,8,1947,0.00,102.0574489,3.184550433,225.65,80.50268367,89.6984898,693.78,60.02486851,183.6408288,166.21,82.96728978,276.1709634
1,9,1947,0.00,102.4149299,3.269265492,218.46,80.80992072,89.90301597,686.32,60.38683055,183.7187995,157.59,83.33130877,276.1109235
2,9,1947,0.00,102.7746592,3.355742774,211.21,81.11887981,90.10937321,678.78,60.75113235,183.7977632,148.91,83.69792554,276.0514611
3,9,1947,0.00,103.1365462,3.443926202,203.93,81.42950195,90.31746765,671.16,61.11768411,183.8776331,140.16,84.06703038,275.9925378
4,9,1947,0.00,103.5005001,3.533758007,196.59,81.74172835,90.52720464,663.48,61.48639577,183.9583222,131.34,84.43851298,275.9341141
5,9,1947,0.00,103.8664303,3.625178741,189.22,82.05550046,90.73848882,655.72,61.85717695,184.0397436,122.47,84.81226243,275.8761486
6,9,1947,0.00,104.2342461,3.718127299,181.81,82.37075987,90.95122412,647.90,62.22993701,184.1218101,113.54,85.18816724,275.8185985
7,9,1947,0.00,104.6038569,3.812540929,174.36,82.68744835,91.16531383,640.00,62.60458498,184.2044343,104.56,85.56611534,275.7614199
8,9,1947,0.00,104.9751721,3.908355247,166.87,83.00550779,91.38066058,632.04,62.98102956,184.2875292,95.53,85.9459941,275.7045674
9,9,1947,0.00,105.3481011,4.005504248,159.34,83.32488023,91.5971664,624.02,63.35917914,184.3710075,86.44,86.32769035,275.6479942
10,9,1947,0.00,105.7225531,4.103920318,151.78,83.64550775,91.81473274,615.94,63.73894175,184.4547821,77.32,86.71109036,275.5916526
11,9,1947,0.00,106.0984376,4.203534239,144.19,83.96733253,92.03326049,607.79,64.12022506,184.5387663,68.15,87.09607987,275.5354937
12,9,1947,0.00,106.4756639,4.304275197,136.56,84.29029679,92.25265,599.59,64.50293638,184.6228734,58.95,87.48254408,275.4794672
13,9,1947,0.00,106.8541414,4.40607079,128.91,84.61434277,92.47280109,591.34,64.88698261,184.7070167,49.71,87.87036767,275.4235223
14,9,1947,0.00,107.2337795,4.50884703,121.22,84.93941269,92.6936131,583.03,65.27227028,184.7911103,40.43,88.25943479,275.3676069
15,9,1947,0.00,107.6144876,4.612528349,113.51,85.26544876,92.91498485,574.67,65.65870548,184.8750682,31.13,88.64962908,275.3116681
16,9,1947,0.00,107.9961749,4.717037601,105.78,85.59239315,93.13681473,566.26,66.04619389,184.9588048,21.81,89.04083365,275.255652
17,9,1947,0.00,108.3787507,4.822296067,98.02,85.92018793,93.35900066,557.80,66.43464075,185.0422351,12.46,89.43293109,275.1995043
18,9,1947,0.00,108.7621243,4.928223456,90.24,86.24877508,93.58144014,549.30,66.82395082,185.1252742,3.09,89.82580348,275.1431695
19,9,1947,0.00,109.1462049,5.03473791,82.44,86.57809646,93.80403023,540.75,67.21402843,185.2078378,0.00,90.21933239,275.0865918
20,9,1947,0.00,109.5309017,5.141756008,74.62,86.90809377,94.0266676,532.17,67.6047774,185.2898421,0.00,90.61339887,275.0297146
21,9,1947,0.00,109.9161236,5.249192769,66.78,87.23870854,94.24924855,523.55,67.99610107,185.3712036,0.00,91.00788345,274.9724809
22,9,1947,0.00,110.3017797,5.356961659,58.93,87.5698821,94.47166897,514.89,68.38790227,185.4518395,0.00,91.40266616,274.9148329
23,9,1947,0.00,110.6877789,5.464974598,51.07,87.90155553,94.69382443,506.20,68.78008331,185.5316674,0.00,91.79762651,274.8567128
24,9,1947,0.00,111.0740299,5.573141965,43.19,88.23366969,94.91561016,497.48,69.17254598,185.6106057,0.00,92.19264352,274.7980622
25,9,1947,0.00,111.4604414,5.681372617,35.30,88.56616513,95.13692108,488.74,69.56519153,185.6885731,0.00,92.58759568,274.7388225
26,9,1947,0.00,111.846922,5.789573891,27.40,88.8989821,95.3576518,479.97,69.95792063,185.7654891,0.00,92.982361,274.6789347
27,9,1947,0.00,112.2333799,5.897651631,19.49,89.23206051,95.57769668,471.17,70.35063344,185.841274,0.00,93.37681699,274.61834
28,9,1947,0.00,112.6197234,6.005510198,11.58,89.56533989,95.79694983,462.36,70.74322952,185.9158485,0.00,93.77084067,274.5569793
29,9,1947,0.00,113.0058606,6.113052496,3.67,89.8987594,96.01530515,453.53,71.13560786,185.9891342,0.00,94.16430858,274.4947935
30,9,1947,0.00,113.3916991,6.220179999,0.00,90.23225775,96.23265633,444.69,71.52766687,186.0610535,0.00,94.55709677,274.4317237
1,10,1947,0.00,113.7771466,6.326792775,0.00,90.5657732,96.44889695,435.83,71.91930437,186.1315296,0.00,94.94908086,274.3677112
2,10,1947,0.00,114.1621105,6.432789529,0.00,90.89924353,96.66392043,426.97,72.31041761,186.2004865,0.00,95.34013599,274.3026974
3,10,1947,0.00,114.5464979,6.538067634,0.00,91.23260601,96.87762012,418.10,72.70090321,186.2678492,0.00,95.73013689,274.2366243
4,10,1947,0.00,114.9302155,6.642523177,0.00,91.56579733,97.08988933,409.23,73.09065722,186.3335435,0.00,96.11895784,274.1694341
5,10,1947,0.00,115.31317,6.746051011,0.00,91.89875364,97.30062137,400.36,73.47957508,186.3974963,0.00,96.50647274,274.1010697
6,10,1947,0.00,115.6952676,6.848544807,0.00,92.23141046,97.5097096,391.49,73.86755165,186.4596355,0.00,96.89255511,274.0314748
7,10,1947,0.00,116.0764142,6.949897112,0.00,92.56370267,97.71704748,382.63,74.25448117,186.5198903,0.00,97.27707809,273.9605936
8,10,1947,0.00,116.4565153,7.049999423,0.00,92.89556446,97.92252862,373.78,74.64025731,186.5781907,0.00,97.65991451,273.8883712
9,10,1947,0.00,116.8354762,7.14874225,0.00,93.22692934,98.12604683,364.93,75.02477315,186.6344683,0.00,98.04093689,273.814754
10,10,1947,0.00,117.2132017,7.246015204,0.00,93.55773008,98.32749619,356.11,75.4079212,186.6886557,0.00,98.42001745,273.7396891
11,10,1947,0.00,117.5895962,7.341707079,0.00,93.88789865,98.52677112,347.30,75.78959338,186.7406869,0.00,98.79702821,273.6631252
12,10,1947,0.00,117.9645637,7.435705945,0.00,94.21736624,98.72376641,338.51,76.16968109,186.7904975,0.00,99.17184094,273.585012
13,10,1947,0.00,118.3380077,7.52789925,0.00,94.54606321,98.91837736,329.75,76.54807514,186.8380245,0.00,99.54432728,273.505301
14,10,1947,0.00,118.7098314,7.618173926,0.00,94.87391905,99.11049976,321.02,76.92466585,186.8832063,0.00,99.91435871,273.4239452
15,10,1947,0.00,119.0799373,7.706416505,0.00,95.20086235,99.30003005,312.31,77.29934299,186.9259831,0.00,100.2818066,273.3408992
16,10,1947,0.00,119.4482276,7.792513241,0.00,95.52682078,99.48686533,303.64,77.67199587,186.9662969,0.00,100.6465425,273.2561197
17,10,1947,0.00,119.8146039,7.876350241,0.00,95.85172105,99.67090352,295.01,78.0425133,187.0040912,0.00,101.0084376,273.1695653
18,10,1947,0.00,120.1789674,7.957813598,0.00,96.17548891,99.85204336,286.42,78.41078364,187.0393116,0.00,101.3673634,273.0811969
19,10,1947,0.00,120.5412185,8.036789543,0.00,96.49804907,100.0301845,277.87,78.77669483,187.0719057,0.00,101.7231916,272.9909776
20,10,1947,0.00,120.9012572,8.113164593,0.00,96.81932522,100.2052278,269.37,79.14013441,187.1018229,0.00,102.0757939,272.8988729
21,10,1947,0.00,121.258983,8.186825712,0.00,97.13924001,100.3770751,260.91,79.50098954,187.1290149,0.00,102.4250422,272.804851
22,10,1947,0.00,121.6142948,8.257660479,0.00,97.45771498,100.5456293,252.51,79.85914704,187.1534355,0.00,102.7708091,272.7088829
23,10,1947,0.00,121.9670907,8.325557263,0.00,97.77467058,100.7107951,244.17,80.21449344,187.1750409,0.00,103.1129671,272.6109424
24,10,1947,0.00,122.3172686,8.390405406,0.00,98.09002615,100.8724781,235.88,80.56691496,187.1937895,0.00,103.4513893,272.5110063
25,10,1947,0.00,122.6647253,8.452095411,0.00,98.40369987,101.0305857,227.66,80.91629763,187.2096423,0.00,103.7859496,272.4090546
26,10,1947,0.00,123.0093575,8.510519137,0.00,98.71560879,101.1850269,219.51,81.26252727,187.2225627,0.00,104.1165222,272.3050707
27,10,1947,0.00,123.3510609,8.565570005,0.00,99.02566879,101.3357123,211.42,81.60548953,187.2325169,0.00,104.4429819,272.1990414
28,10,1947,0.00,123.6897308,8.617143205,0.00,99.33379457,101.4825545,203.41,81.94506998,187.2394735,0.00,104.7652047,272.0909571
29,10,1947,0.00,124.0252618,8.665135908,0.00,99.63989965,101.6254679,195.47,82.28115413,187.2434041,0.00,105.0830669,271.9808119
30,10,1947,0.00,124.357548,8.709447492,0.00,99.94389637,101.7643688,187.61,82.61362746,187.2442832,0.00,105.3964461,271.8686037
31,10,1947,0.00,124.6864828,8.749979766,0.00,100.2456959,101.899176,179.83,82.94237552,187.2420879,0.00,105.7052209,271.7543346
1,11,1947,0.00,125.0119591,8.786637196,0.00,100.5452082,102.0298101,172.14,83.26728394,187.2367985,0.00,106.0092708,271.6380105
2,11,1947,0.00,125.3338692,8.819327146,0.00,100.8423421,102.1561943,164.53,83.5882385,187.2283985,0.00,106.3084767,271.5196417
3,11,1947,0.00,125.6521049,8.847960117,0.00,101.1370052,102.2782543,157.02,83.9051252,187.216874,0.00,106.6027206,271.3992428
4,11,1947,0.00,125.9665574,8.872449982,0.00,101.429104,102.395918,149.60,84.21783032,187.2022149,0.00,106.8918862,271.2768327
5,11,1947,0.00,126.2771176,8.892714241,0.00,101.7185439,102.5091164,142.28,84.52624046,187.1844139,0.00,107.1758583,271.1524348
6,11,1947,0.00,126.5836757,8.908674259,0.00,102.0052291,102.6177829,135.06,84.83024263,187.1634671,0.00,107.4545237,271.0260772
7,11,1947,0.00,126.8861216,8.920255522,0.00,102.2890627,102.7218537,127.94,85.1297243,187.139374,0.00,107.7277704,270.8977925
8,11,1947,0.00,127.1843449,8.927387881,0.00,102.5699469,102.8212683,120.93,85.4245735,187.1121373,0.00,107.9954887,270.767618
9,11,1947,0.00,127.4782348,8.930005806,0.00,102.8477828,102.9159688,114.03,85.71467883,187.0817633,0.00,108.2575705,270.6355959
10,11,1947,0.00,127.7676802,8.928048631,0.00,103.1224704,103.0059007,107.24,85.99992962,187.0482615,0.00,108.5139096,270.501773
11,11,1947,0.00,128.0525697,8.921460804,0.00,103.3939089,103.0910127,100.57,86.28021592,187.0116451,0.00,108.7644021,270.366201
12,11,1947,0.00,128.332792,8.910192131,0.00,103.6619966,103.1712565,94.02,86.55542862,186.9719306,0.00,109.0089463,270.2289364
13,11,1947,0.00,128.6082355,8.894198015,0.00,103.9266309,103.2465875,87.59,86.82545955,186.9291381,0.00,109.2474426,270.0900405
14,11,1947,0.00,128.8787886,8.8734397,0.00,104.1877085,103.3169644,81.28,87.09020152,186.8832911,0.00,109.4797939,269.9495795
15,11,1947,0.00,129.1443399,8.847884496,0.00,104.4451254,103.3823496,75.10,87.3495484,186.8344166,0.00,109.7059057,269.8076242
16,11,1947,0.00,129.4047781,8.817506007,0.00,104.6987767,103.4427089,69.05,87.60339524,186.7825453,0.00,109.9256859,269.6642503
17,11,1947,0.00,129.6599919,8.782284353,0.00,104.9485574,103.4980119,63.13,87.85163835,186.7277111,0.00,110.1390452,269.5195381
18,11,1947,0.00,129.9098708,8.742206373,0.00,105.1943614,103.548232,57.34,88.09417536,186.6699515,0.00,110.3458971,269.3735725
19,11,1947,0.00,130.1543043,8.697265833,0.00,105.4360827,103.5933464,51.70,88.33090531,186.6093075,0.00,110.5461579,269.226443
20,11,1947,0.00,130.3931827,8.647463611,0.00,105.6736147,103.633336,46.19,88.56172877,186.5458233,0.00,110.7397469,269.0782435
21,11,1947,0.00,130.626397,8.592807877,0.00,105.9068506,103.6681861,40.83,88.78654791,186.4795469,0.00,110.9265867,268.9290723
22,11,1947,0.00,130.8538388,8.533314255,0.00,106.1356835,103.6978855,35.61,89.0052666,186.4105291,0.00,111.1066026,268.7790317
23,11,1947,0.00,131.0754007,8.469005979,0.00,106.3600063,103.7224274,30.54,89.21779047,186.3388244,0.00,111.2797236,268.6282284
24,11,1947,0.00,131.2909764,8.399914022,0.00,106.5797121,103.7418089,25.62,89.42402706,186.2644903,0.00,111.4458817,268.4767727
25,11,1947,0.00,131.5004607,8.326077221,0.00,106.7946941,103.7560314,20.85,89.62388587,186.1875876,0.00,111.6050124,268.3247788
26,11,1947,0.00,131.7037497,8.247542373,0.00,107.0048457,103.7651004,16.23,89.81727846,186.1081803,0.00,111.7570549,268.1723644
27,11,1947,0.00,131.9007409,8.164364316,0.00,107.2100607,103.7690257,11.77,90.00411854,186.0263351,0.00,111.9019516,268.0196508
28,11,1947,0.00,132.0913337,8.076605996,0.00,107.4102335,103.7678213,7.47,90.18432209,185.9421219,0.00,112.0396487,267.8667622
29,11,1947,0.00,132.2754287,7.984338502,0.00,107.6052589,103.7615056,3.33,90.35780743,185.8556136,0.00,112.1700961,267.713826
30,11,1947,0.00,132.452929,7.88764109,0.00,107.7950326,103.7501011,0.00,90.5244953,185.7668857,0.00,112.2932475,267.5609723
1,12,1947,0.00,132.6237394,7.78660117,0.00,107.979451,103.7336348,0.00,90.68430898,185.6760165,0.00,112.4090603,267.4083337
2,12,1947,0.00,132.7877669,7.681314283,0.00,108.1584116,103.712138,0.00,90.83717437,185.5830868,0.00,112.5174958,267.2560453
3,12,1947,0.00,132.9449211,7.571884046,0.00,108.3318128,103.6856464,0.00,90.98302006,185.4881801,0.00,112.6185192,267.1042439
4,12,1947,0.00,133.0951138,7.458422069,0.00,108.4995546,103.6541999,0.00,91.12177746,185.3913822,0.00,112.7120997,266.9530684
5,12,1947,0.00,133.2382598,7.341047852,0.00,108.6615378,103.617843,0.00,91.25338083,185.2927811,0.00,112.7982104,266.8026592
6,12,1947,0.00,133.3742764,7.219888649,0.00,108.8176652,103.5766243,0.00,91.3777674,185.1924673,0.00,112.8768284,266.6531581
7,12,1947,0.00,133.5030843,7.095079311,0.00,108.9678409,103.5305968,0.00,91.49487746,185.0905332,0.00,112.947935,266.5047077
8,12,1947,0.00,133.6246071,6.966762096,0.00,109.1119709,103.4798178,0.00,91.60465439,184.9870731,0.00,113.0115155,266.3574515
9,12,1947,0.00,133.7387716,6.835086455,0.00,109.2499629,103.4243491,0.00,91.7070448,184.8821833,0.00,113.0675592,266.2115336
10,12,1947,0.00,133.8455083,6.70020879,0.00,109.3817267,103.3642563,0.00,91.80199856,184.7759618,0.00,113.1160596,266.0670982
11,12,1947,0.00,133.9447511,6.562292182,0.00,109.5071743,103.2996097,0.00,91.88946886,184.6685083,0.00,113.1570143,265.9242896
12,12,1947,0.00,134.0364377,6.421506098,0.00,109.6262197,103.2304833,0.00,91.96941231,184.5599237,0.00,113.1904248,265.7832518
13,12,1947,0.00,134.1205097,6.278026068,0.00,109.7387796,103.1569555,0.00,92.04178899,184.4503107,0.00,113.2162969,265.6441281
14,12,1947,0.00,134.1969125,6.132033338,0.00,109.8447729,103.0791086,0.00,92.1065625,184.3397729,0.00,113.2346404,265.5070613
15,12,1947,0.00,134.2655958,5.983714498,0.00,109.9441212,102.9970289,0.00,92.1637,184.2284151,0.00,113.2454691,265.3721927
16,12,1947,0.00,134.3265136,5.833261088,0.00,110.036749,102.9108067,0.00,92.2131723,184.1163433,0.00,113.248801,265.2396629
17,12,1947,0.00,134.3796238,5.680869182,0.00,110.1225835,102.8205357,0.00,92.25495387,184.0036641,0.00,113.2446579,265.1096103
18,12,1947,0.00,134.4248892,5.526738954,0.00,110.2015547,102.7263138,0.00,92.28902287,183.8904849,0.00,113.2330657,264.982172
19,12,1947,0.00,134.4622768,5.371074221,0.00,110.2735959,102.6282421,0.00,92.31536124,183.7769138,0.00,113.2140541,264.8574829
20,12,1947,0.00,134.4917582,5.214081972,0.00,110.3386435,102.5264253,0.00,92.33395465,183.6630593,0.00,113.1876567,264.7356758
21,12,1947,0.00,134.5133099,5.055971885,0.00,110.396637,102.4209715,0.00,92.34479258,183.5490302,0.00,113.1539109,264.6168807
22,12,1947,0.00,134.5269128,4.896955829,0.00,110.4475196,102.311992,0.00,92.34786834,183.4349355,0.00,113.112858,264.5012254
23,12,1947,0.00,134.5325528,4.737247353,0.00,110.4912376,102.199601,0.00,92.34317902,183.3208845,0.00,113.0645427,264.3888346
24,12,1947,0.00,134.5302202,4.577061174,0.00,110.527741,102.0839159,0.00,92.33072559,183.2069862,0.00,113.0090136,264.2798301
25,12,1947,0.00,134.5199106,4.416612652,0.00,110.5569834,101.9650566,0.00,92.31051281,183.0933496,0.00,112.9463227,264.1743305
26,12,1947,0.00,134.5016241,4.256117269,0.00,110.5789219,101.8431458,0.00,92.28254929,182.9800832,0.00,112.8765253,264.0724508
27,12,1947,0.00,134.4753658,4.0957901,0.00,110.5935177,101.7183084,0.00,92.24684745,182.8672953,0.00,112.7996804,263.9743028
28,12,1947,0.00,134.4411453,3.935845296,0.00,110.6007355,101.5906717,0.00,92.2034235,182.7550935,0.00,112.71585,263.8799945
29,12,1947,0.00,134.3989775,3.776495557,0.00,110.600544,101.4603649,0.00,92.15229744,182.6435847,0.00,112.6250994,263.7896301
30,12,1947,0.00,134.3488815,3.617951628,0.00,110.5929157,101.3275192,0.00,92.09349301,182.532875,0.00,112.5274969,263.70331
31,12,1947,0.00,134.2908816,3.460421792,0.00,110.5778274,101.1922673,0.00,92.0270377,182.4230697,0.00,112.4231139,263.6211305
1,1,1948,0.00,134.2250064,3.304111377,0.00,110.5552595,101.0547432,0.00,91.95296263,182.3142728,0.00,112.3120246,263.5431837
2,1,1948,0.00,134.1512894,3.149222283,0.00,110.5251967,100.9150824,0.00,91.8713026,182.2065873,0.00,112.1943059,263.4695575
3,1,1948,0.00,134.0697685,2.995952517,0.00,110.4876277,100.7734211,0.00,91.78209599,182.1001149,0.00,112.0700374,263.4003357
4,1,1948,0.00,133.9804858,2.844495748,0.00,110.4425453,100.6298964,0.00,91.68538471,181.9949557,0.00,111.9393012,263.3355975
5,1,1948,0.00,133.8834882,2.695040884,0.00,110.3899463,100.4846457,0.00,91.58121415,181.8912084,0.00,111.8021819,263.2754179
6,1,1948,0.00,133.7788266,2.547771669,0.00,110.3298319,100.3378069,0.00,91.46963314,181.78897,0.00,111.6587663,263.219867
7,1,1948,0.00,133.666556,2.402866296,0.00,110.2622071,100.1895178,0.00,91.35069386,181.6883358,0.00,111.5091433,263.1690109
8,1,1948,0.00,133.5467356,2.260497057,0.00,110.1870812,100.039916,0.00,91.22445174,181.5893991,0.00,111.3534039,263.1229109
9,1,1948,0.00,133.4194283,2.120830007,0.00,110.1044676,99.88913865,0.00,91.09096549,181.4922513,0.00,111.1916412,263.0816234
10,1,1948,0.00,133.2847011,1.984024656,0.00,110.0143838,99.73732214,0.00,90.95029689,181.3969817,0.00,111.0239497,263.0452008
11,1,1948,0.00,133.1426242,1.850233695,0.00,109.9168514,99.58460198,0.00,90.80251083,181.3036773,0.00,110.850426,263.0136904
12,1,1948,0.00,132.9932718,1.719602735,0.00,109.811896,99.43111249,0.00,90.64767515,181.212423,0.00,110.6711677,262.9871351
13,1,1948,0.00,132.8367211,1.592270092,0.00,109.6995472,99.27698656,0.34,90.48586058,181.1233009,0.00,110.4862744,262.965573
14,1,1948,0.00,132.6730526,1.46836658,0.00,109.5798388,99.12235542,4.36,90.31714068,181.0363911,0.00,110.2958466,262.9490378
15,1,1948,0.00,132.5023501,1.348015351,0.00,109.4528083,98.96734843,8.56,90.14159171,180.9517707,0.00,110.0999859,262.9375584
16,1,1948,0.00,132.3247,1.231331748,0.00,109.3184973,98.81209284,12.91,89.95929255,180.8695144,0.00,109.8987953,262.9311593
17,1,1948,0.00,132.1401917,1.118423191,0.00,109.1769511,98.65671356,17.42,89.77032463,180.7896941,0.00,109.6923784,262.9298602
18,1,1948,0.00,131.9489172,1.009389093,0.00,109.0282191,98.50133298,22.09,89.57477182,180.7123786,0.00,109.4808397,262.9336765
19,1,1948,0.00,131.7509709,0.904320797,0.00,108.8723541,98.34607076,26.91,89.37272032,180.6376341,0.00,109.2642843,262.9426189
20,1,1948,0.00,131.5464496,0.803301544,0.00,108.7094129,98.1910436,31.89,89.16425862,180.5655237,0.00,109.0428179,262.956694
21,1,1948,0.00,131.3354522,0.706406459,0.00,108.5394556,98.03636512,37.02,88.94947735,180.4961074,0.00,108.8165468,262.9759036
22,1,1948,0.00,131.1180796,0.613702569,0.00,108.3625461,97.8821456,42.29,88.72846918,180.4294421,0.00,108.5855773,263.0002454
23,1,1948,0.00,130.8944348,0.525248839,0.00,108.1787518,97.72849189,47.71,88.50132879,180.3655817,0.00,108.3500162,263.0297127
24,1,1948,0.00,130.6646223,0.441096229,0.00,107.9881434,97.57550721,53.27,88.26815272,180.3045766,0.00,108.1099703,263.0642947
25,1,1948,0.00,130.4287483,0.361287778,0.00,107.7907948,97.42329103,58.98,88.02903927,180.2464741,0.00,107.8655465,263.1039761
26,1,1948,0.00,130.1869205,0.285858702,0.00,107.5867834,97.27193893,64.82,87.78408845,180.1913182,0.00,107.6168516,263.1487378
27,1,1948,0.00,129.9392478,0.214836512,0.00,107.3761896,97.12154245,70.80,87.53340184,180.1391495,0.00,107.3639921,263.1985566
28,1,1948,0.00,129.6858404,0.148241149,0.00,107.159097,96.97218904,76.91,87.27708255,180.0900051,0.00,107.1070745,263.2534053
29,1,1948,0.00,129.4268096,0.086085139,0.00,106.935592,96.82396192,83.15,87.01523507,180.043919,0.00,106.8462048,263.3132527
30,1,1948,0.00,129.1622676,0.028373754,0.00,106.7057639,96.67694001,89.52,86.74796523,180.0009217,0.00,106.5814885,263.378064
31,1,1948,0.00,128.8923275,359.9751052,0.00,106.469705,96.53119786,96.01,86.47538006,179.9610399,0.00,106.3130309,263.4478006
1,2,1948,0.00,128.617103,359.9262708,0.00,106.2275101,96.38680559,102.63,86.19758777,179.9242974,0.00,106.0409365,263.52242
2,2,1948,0.00,128.3367086,359.8818552,0.00,105.9792767,96.24382884,109.36,85.91469761,179.8907143,0.00,105.7653092,263.6018765
